2018-05-23 15:56:19.843664	start
2018-05-23 15:56:21.844482	Raise left hand
2018-05-23 15:56:25.844660	end
2018-05-23 15:56:29.845091	Raise right hand
2018-05-23 15:56:33.847215	end
2018-05-23 15:56:37.849541	Raise left hand
2018-05-23 15:56:41.849813	end
2018-05-23 15:56:45.851113	Raise left hand
2018-05-23 15:56:49.852410	end
2018-05-23 15:56:53.853892	Raise right hand
2018-05-23 15:56:57.856114	end
2018-05-23 15:57:01.861300	Raise right hand
2018-05-23 15:57:05.862597	end
2018-05-23 15:57:09.863052	Raise left hand
2018-05-23 15:57:13.865194	end
2018-05-23 15:57:17.865642	Raise right hand
2018-05-23 15:57:21.866794	end
2018-05-23 15:57:25.868146	Raise right hand
2018-05-23 15:57:29.869393	end
2018-05-23 15:57:33.870865	Raise right hand
2018-05-23 15:57:37.872030	end
2018-05-23 15:57:41.873290	Raise right hand
2018-05-23 15:57:45.874631	end
2018-05-23 15:57:49.874928	Raise left hand
2018-05-23 15:57:53.876190	end
2018-05-23 15:57:57.877555	Raise right hand
2018-05-23 15:58:01.880327	end
2018-05-23 15:58:05.881086	Raise left hand
2018-05-23 15:58:09.882423	end
2018-05-23 15:58:13.883687	Raise left hand
2018-05-23 15:58:17.884983	end
2018-05-23 15:58:21.885285	Raise left hand
2018-05-23 15:58:25.886584	end
2018-05-23 15:58:29.887884	Raise left hand
2018-05-23 15:58:33.888198	end
2018-05-23 15:58:37.890489	Raise left hand
2018-05-23 15:58:41.892780	end
2018-05-23 15:58:45.894129	Raise left hand
2018-05-23 15:58:49.895413	end
2018-05-23 15:58:53.900666	Raise right hand
2018-05-23 15:58:57.901966	end
2018-05-23 15:59:01.902435	Raise left hand
2018-05-23 15:59:05.903569	end
2018-05-23 15:59:09.904910	Raise right hand
2018-05-23 15:59:13.906312	end
2018-05-23 15:59:17.907632	Raise right hand
2018-05-23 15:59:21.908769	end
2018-05-23 15:59:25.910064	Raise right hand
2018-05-23 15:59:29.911362	end
