2018-05-23 15:44:17.543572	start
2018-05-23 15:44:19.545367	Raise right hand
2018-05-23 15:44:23.547515	end
2018-05-23 15:44:27.547936	Raise left hand
2018-05-23 15:44:31.551156	end
2018-05-23 15:44:35.556403	Raise right hand
2018-05-23 15:44:39.557717	end
2018-05-23 15:44:43.558999	Raise left hand
2018-05-23 15:44:47.560410	end
2018-05-23 15:44:51.561667	Raise right hand
2018-05-23 15:44:55.562904	end
2018-05-23 15:44:59.564196	Raise right hand
2018-05-23 15:45:03.565494	end
2018-05-23 15:45:07.566052	Raise left hand
2018-05-23 15:45:11.572082	end
2018-05-23 15:45:15.572433	Raise right hand
2018-05-23 15:45:19.574680	end
2018-05-23 15:45:23.576980	Raise right hand
2018-05-23 15:45:27.578317	end
2018-05-23 15:45:31.579609	Raise left hand
2018-05-23 15:45:35.580922	end
2018-05-23 15:45:39.584176	Raise left hand
2018-05-23 15:45:43.585587	end
2018-05-23 15:45:47.586143	Raise left hand
2018-05-23 15:45:51.586479	end
2018-05-23 15:45:55.589739	Raise right hand
2018-05-23 15:45:59.591035	end
2018-05-23 15:46:03.591404	Raise left hand
2018-05-23 15:46:07.592668	end
2018-05-23 15:46:11.593936	Raise right hand
2018-05-23 15:46:15.595243	end
2018-05-23 15:46:19.598529	Raise right hand
2018-05-23 15:46:23.598831	end
2018-05-23 15:46:27.600132	Raise right hand
2018-05-23 15:46:31.601428	end
2018-05-23 15:46:35.601762	Raise left hand
2018-05-23 15:46:39.603030	end
2018-05-23 15:46:43.603563	Raise left hand
2018-05-23 15:46:47.604639	end
2018-05-23 15:46:51.605937	Raise left hand
2018-05-23 15:46:55.607230	end
2018-05-23 15:46:59.608533	Raise left hand
2018-05-23 15:47:03.609832	end
2018-05-23 15:47:07.612197	Raise right hand
2018-05-23 15:47:11.613427	end
2018-05-23 15:47:15.615343	Raise left hand
2018-05-23 15:47:19.616075	end
2018-05-23 15:47:23.616324	Raise right hand
2018-05-23 15:47:27.617653	end
