2018-05-21 11:36:18.311512	start
2018-05-21 11:36:20.312801	Raise left hand
2018-05-21 11:36:21.313296	end
2018-05-21 11:36:22.313631	Raise left hand
2018-05-21 11:36:23.314539	end
2018-05-21 11:36:24.321361	Raise left hand
2018-05-21 11:36:25.335319	end
2018-05-21 11:36:26.336746	Raise left hand
2018-05-21 11:36:27.337173	end
2018-05-21 11:36:28.337710	Raise left hand
2018-05-21 11:36:29.338093	end
2018-05-21 11:36:30.339037	Raise left hand
2018-05-21 11:36:31.339401	end
2018-05-21 11:36:32.340528	Raise left hand
2018-05-21 11:36:33.341297	end
2018-05-21 11:36:34.344720	Raise right hand
2018-05-21 11:36:35.350153	end
2018-05-21 11:36:36.351565	Raise right hand
2018-05-21 11:36:37.352866	end
2018-05-21 11:36:38.353592	Raise left hand
2018-05-21 11:36:39.354840	end
2018-05-21 11:36:40.355680	Raise right hand
2018-05-21 11:36:41.356948	end
2018-05-21 11:36:42.358104	Raise left hand
2018-05-21 11:36:43.358927	end
2018-05-21 11:36:44.361017	Raise right hand
2018-05-21 11:36:45.362766	end
2018-05-21 11:36:46.366763	Raise left hand
2018-05-21 11:36:47.368189	end
2018-05-21 11:36:48.368805	Raise left hand
2018-05-21 11:36:49.371864	end
2018-05-21 11:36:50.372219	Raise right hand
2018-05-21 11:36:51.373312	end
2018-05-21 11:36:52.375299	Raise right hand
2018-05-21 11:36:53.376232	end
2018-05-21 11:36:54.376984	Raise left hand
2018-05-21 11:36:55.377986	end
2018-05-21 11:36:56.378464	Raise left hand
2018-05-21 11:36:57.379328	end
2018-05-21 11:36:58.379625	Raise left hand
2018-05-21 11:36:59.380935	end
2018-05-21 11:37:00.381510	Raise right hand
2018-05-21 11:37:01.381936	end
2018-05-21 11:37:02.382269	Raise left hand
2018-05-21 11:37:03.382680	end
2018-05-21 11:37:04.383208	Raise right hand
2018-05-21 11:37:05.384126	end
2018-05-21 11:37:06.384814	Raise right hand
2018-05-21 11:37:07.385938	end
