2018-05-30 11:37:07.563344	start
2018-05-30 11:37:09.563344	Raise left hand
2018-05-30 11:37:13.563344	end
2018-05-30 11:37:17.563344	Raise left hand
2018-05-30 11:37:21.563344	end
2018-05-30 11:37:25.563344	Raise right hand
2018-05-30 11:37:29.563344	end
2018-05-30 11:37:33.563344	Raise left hand
2018-05-30 11:37:37.563344	end
2018-05-30 11:37:41.563344	Raise right hand
2018-05-30 11:37:45.563344	end
2018-05-30 11:37:49.563344	Raise left hand
2018-05-30 11:37:53.563344	end
2018-05-30 11:37:57.563344	Raise right hand
2018-05-30 11:38:01.563344	end
2018-05-30 11:38:05.563344	Raise right hand
2018-05-30 11:38:09.563344	end
2018-05-30 11:38:13.563344	Raise left hand
2018-05-30 11:38:17.563344	end
2018-05-30 11:38:21.563344	Raise left hand
2018-05-30 11:38:25.563344	end
2018-05-30 11:38:29.563344	Raise right hand
2018-05-30 11:38:33.563344	end
2018-05-30 11:38:37.563344	Raise right hand
2018-05-30 11:38:41.563344	end
2018-05-30 11:38:45.563344	Raise left hand
2018-05-30 11:38:49.563344	end
2018-05-30 11:38:53.563344	Raise right hand
2018-05-30 11:38:57.563344	end
2018-05-30 11:39:01.563344	Raise left hand
2018-05-30 11:39:05.563344	end
2018-05-30 11:39:09.563344	Raise left hand
2018-05-30 11:39:13.563344	end
2018-05-30 11:39:17.563344	Raise left hand
2018-05-30 11:39:21.563344	end
2018-05-30 11:39:25.563344	Raise right hand
2018-05-30 11:39:29.563344	end
2018-05-30 11:39:33.563344	Raise left hand
2018-05-30 11:39:37.563344	end
2018-05-30 11:39:41.563344	Raise left hand
2018-05-30 11:39:45.563344	end
2018-05-30 11:39:49.563344	Raise right hand
2018-05-30 11:39:53.563344	end
2018-05-30 11:39:57.563344	Raise right hand
2018-05-30 11:40:01.563344	end
2018-05-30 11:40:05.563344	Raise left hand
2018-05-30 11:40:09.563344	end
2018-05-30 11:40:13.563344	Raise right hand
2018-05-30 11:40:17.563344	end
