2018-05-23 15:18:38.289199	start
2018-05-23 15:18:40.289923	Raise left hand
2018-05-23 15:18:44.290224	end
2018-05-23 15:18:48.291539	Raise left hand
2018-05-23 15:18:52.291825	end
2018-05-23 15:18:56.293307	Raise right hand
2018-05-23 15:19:00.293458	end
2018-05-23 15:19:04.293729	Raise right hand
2018-05-23 15:19:08.295030	end
2018-05-23 15:19:12.296381	Raise left hand
2018-05-23 15:19:16.297626	end
2018-05-23 15:19:20.297928	Raise right hand
2018-05-23 15:19:24.299269	end
2018-05-23 15:19:28.300647	Raise left hand
2018-05-23 15:19:32.301919	end
2018-05-23 15:19:36.303127	Raise right hand
2018-05-23 15:19:40.304427	end
2018-05-23 15:19:44.305830	Raise right hand
2018-05-23 15:19:48.306027	end
2018-05-23 15:19:52.306740	Raise left hand
2018-05-23 15:19:56.307626	end
2018-05-23 15:20:00.307928	Raise left hand
2018-05-23 15:20:04.308275	end
2018-05-23 15:20:08.309529	Raise right hand
2018-05-23 15:20:12.309831	end
2018-05-23 15:20:16.310136	Raise left hand
2018-05-23 15:20:20.310458	end
2018-05-23 15:20:24.310764	Raise right hand
2018-05-23 15:20:28.311038	end
2018-05-23 15:20:32.311559	Raise right hand
2018-05-23 15:20:36.311643	end
2018-05-23 15:20:40.311975	Raise left hand
2018-05-23 15:20:44.312278	end
2018-05-23 15:20:48.312549	Raise left hand
2018-05-23 15:20:52.313892	end
2018-05-23 15:20:56.315240	Raise right hand
2018-05-23 15:21:00.315591	end
2018-05-23 15:21:04.316752	Raise right hand
2018-05-23 15:21:08.317476	end
2018-05-23 15:21:12.318504	Raise left hand
2018-05-23 15:21:16.319692	end
2018-05-23 15:21:20.319955	Raise left hand
2018-05-23 15:21:24.321278	end
2018-05-23 15:21:28.322549	Raise right hand
2018-05-23 15:21:32.322850	end
2018-05-23 15:21:36.324150	Raise left hand
2018-05-23 15:21:40.324454	end
2018-05-23 15:21:44.324783	Raise right hand
2018-05-23 15:21:48.325056	end
