2018-05-30 11:18:24.998405	start
2018-05-30 11:18:26.998405	Raise left hand
2018-05-30 11:18:30.998405	end
2018-05-30 11:18:34.998405	Raise right hand
2018-05-30 11:18:38.998405	end
2018-05-30 11:18:42.998405	Raise left hand
2018-05-30 11:18:46.998405	end
2018-05-30 11:18:50.998405	Raise right hand
2018-05-30 11:18:54.998405	end
2018-05-30 11:18:58.998405	Raise left hand
2018-05-30 11:19:02.998405	end
2018-05-30 11:19:06.998405	Raise left hand
2018-05-30 11:19:10.998405	end
2018-05-30 11:19:14.998405	Raise left hand
2018-05-30 11:19:18.998405	end
2018-05-30 11:19:22.998405	Raise left hand
2018-05-30 11:19:26.998405	end
2018-05-30 11:19:30.998405	Raise right hand
2018-05-30 11:19:34.998405	end
2018-05-30 11:19:38.998405	Raise right hand
2018-05-30 11:19:42.998405	end
2018-05-30 11:19:46.998405	Raise right hand
2018-05-30 11:19:50.998405	end
2018-05-30 11:19:54.998405	Raise left hand
2018-05-30 11:19:58.998405	end
2018-05-30 11:20:02.998405	Raise left hand
2018-05-30 11:20:06.998405	end
2018-05-30 11:20:10.998405	Raise right hand
2018-05-30 11:20:14.998405	end
2018-05-30 11:20:18.998405	Raise left hand
2018-05-30 11:20:22.998405	end
2018-05-30 11:20:26.998405	Raise left hand
2018-05-30 11:20:30.998405	end
2018-05-30 11:20:34.998405	Raise left hand
2018-05-30 11:20:38.998405	end
2018-05-30 11:20:42.998405	Raise right hand
2018-05-30 11:20:46.998405	end
2018-05-30 11:20:50.998405	Raise left hand
2018-05-30 11:20:54.998405	end
2018-05-30 11:20:58.998405	Raise right hand
2018-05-30 11:21:02.998405	end
2018-05-30 11:21:06.998405	Raise right hand
2018-05-30 11:21:10.998405	end
2018-05-30 11:21:14.998405	Raise left hand
2018-05-30 11:21:18.998405	end
2018-05-30 11:21:22.998405	Raise right hand
2018-05-30 11:21:26.998405	end
2018-05-30 11:21:30.998405	Raise left hand
2018-05-30 11:21:34.998405	end
