2018-05-23 15:36:37.308770	start
2018-05-23 15:36:39.309444	Raise right hand
2018-05-23 15:36:43.309829	end
2018-05-23 15:36:47.312045	Raise right hand
2018-05-23 15:36:51.313341	end
2018-05-23 15:36:55.313823	Raise right hand
2018-05-23 15:36:59.314942	end
2018-05-23 15:37:03.317244	Raise right hand
2018-05-23 15:37:07.318539	end
2018-05-23 15:37:11.319874	Raise left hand
2018-05-23 15:37:15.321137	end
2018-05-23 15:37:19.321508	Raise left hand
2018-05-23 15:37:23.322739	end
2018-05-23 15:37:27.324038	Raise left hand
2018-05-23 15:37:31.325378	end
2018-05-23 15:37:35.326677	Raise left hand
2018-05-23 15:37:39.327968	end
2018-05-23 15:37:43.329279	Raise left hand
2018-05-23 15:37:47.330598	end
2018-05-23 15:37:51.330883	Raise right hand
2018-05-23 15:37:55.332136	end
2018-05-23 15:37:59.333687	Raise left hand
2018-05-23 15:38:03.334735	end
2018-05-23 15:38:07.335044	Raise right hand
2018-05-23 15:38:11.336514	end
2018-05-23 15:38:15.340626	Raise right hand
2018-05-23 15:38:19.342012	end
2018-05-23 15:38:23.343225	Raise left hand
2018-05-23 15:38:27.344525	end
2018-05-23 15:38:31.348554	Raise right hand
2018-05-23 15:38:35.349711	end
2018-05-23 15:38:39.350418	Raise left hand
2018-05-23 15:38:43.351765	end
2018-05-23 15:38:47.353088	Raise right hand
2018-05-23 15:38:51.354344	end
2018-05-23 15:38:55.354765	Raise right hand
2018-05-23 15:38:59.355943	end
2018-05-23 15:39:03.357215	Raise left hand
2018-05-23 15:39:07.358517	end
2018-05-23 15:39:11.359812	Raise right hand
2018-05-23 15:39:15.360148	end
2018-05-23 15:39:19.362410	Raise left hand
2018-05-23 15:39:23.362711	end
2018-05-23 15:39:27.363015	Raise left hand
2018-05-23 15:39:31.363316	end
2018-05-23 15:39:35.363861	Raise right hand
2018-05-23 15:39:39.364918	end
2018-05-23 15:39:43.365262	Raise left hand
2018-05-23 15:39:47.366517	end
