2018-05-30 11:25:58.072312	start
2018-05-30 11:26:00.072312	Raise left hand
2018-05-30 11:26:04.072312	end
2018-05-30 11:26:08.072312	Raise right hand
2018-05-30 11:26:12.072312	end
2018-05-30 11:26:16.072312	Raise left hand
2018-05-30 11:26:20.072312	end
2018-05-30 11:26:24.072312	Raise right hand
2018-05-30 11:26:28.072312	end
2018-05-30 11:26:32.072312	Raise left hand
2018-05-30 11:26:36.072312	end
2018-05-30 11:26:40.072312	Raise right hand
2018-05-30 11:26:44.072312	end
2018-05-30 11:26:48.072312	Raise left hand
2018-05-30 11:26:52.072312	end
2018-05-30 11:26:56.072312	Raise right hand
2018-05-30 11:27:00.072312	end
2018-05-30 11:27:04.072312	Raise right hand
2018-05-30 11:27:08.072312	end
2018-05-30 11:27:12.072312	Raise left hand
2018-05-30 11:27:16.072312	end
2018-05-30 11:27:20.072312	Raise left hand
2018-05-30 11:27:24.072312	end
2018-05-30 11:27:28.072312	Raise left hand
2018-05-30 11:27:32.072312	end
2018-05-30 11:27:36.072312	Raise right hand
2018-05-30 11:27:40.072312	end
2018-05-30 11:27:44.072312	Raise right hand
2018-05-30 11:27:48.072312	end
2018-05-30 11:27:52.072312	Raise right hand
2018-05-30 11:27:56.072312	end
2018-05-30 11:28:00.072312	Raise right hand
2018-05-30 11:28:04.072312	end
2018-05-30 11:28:08.072312	Raise left hand
2018-05-30 11:28:12.072312	end
2018-05-30 11:28:16.072312	Raise left hand
2018-05-30 11:28:20.072312	end
2018-05-30 11:28:24.072312	Raise left hand
2018-05-30 11:28:28.072312	end
2018-05-30 11:28:32.072312	Raise right hand
2018-05-30 11:28:36.072312	end
2018-05-30 11:28:40.072312	Raise left hand
2018-05-30 11:28:44.072312	end
2018-05-30 11:28:48.072312	Raise right hand
2018-05-30 11:28:52.072312	end
2018-05-30 11:28:56.072312	Raise right hand
2018-05-30 11:29:00.072312	end
2018-05-30 11:29:04.072312	Raise right hand
2018-05-30 11:29:08.072312	end
