2018-05-26 11:17:17.358817	start
2018-05-26 11:17:19.358817	Raise left hand
2018-05-26 11:17:23.358817	end
2018-05-26 11:17:27.358817	Raise left hand
2018-05-26 11:17:31.358817	end
2018-05-26 11:17:35.358817	Raise left hand
2018-05-26 11:17:39.358817	end
2018-05-26 11:17:43.358817	Raise right hand
2018-05-26 11:17:47.358817	end
2018-05-26 11:17:51.358817	Raise left hand
2018-05-26 11:17:55.358817	end
2018-05-26 11:17:59.358817	Raise left hand
2018-05-26 11:18:03.358817	end
2018-05-26 11:18:07.358817	Raise left hand
2018-05-26 11:18:11.358817	end
2018-05-26 11:18:15.358817	Raise right hand
2018-05-26 11:18:19.358817	end
2018-05-26 11:18:23.358817	Raise right hand
2018-05-26 11:18:27.358817	end
2018-05-26 11:18:31.358817	Raise left hand
2018-05-26 11:18:35.358817	end
2018-05-26 11:18:39.358817	Raise left hand
2018-05-26 11:18:43.358817	end
2018-05-26 11:18:47.358817	Raise right hand
2018-05-26 11:18:51.358817	end
2018-05-26 11:18:55.358817	Raise right hand
2018-05-26 11:18:59.358817	end
2018-05-26 11:19:03.358817	Raise left hand
2018-05-26 11:19:07.358817	end
2018-05-26 11:19:11.358817	Raise left hand
2018-05-26 11:19:15.358817	end
2018-05-26 11:19:19.358817	Raise left hand
2018-05-26 11:19:23.358817	end
2018-05-26 11:19:27.358817	Raise right hand
2018-05-26 11:19:31.358817	end
2018-05-26 11:19:35.358817	Raise left hand
2018-05-26 11:19:39.358817	end
2018-05-26 11:19:43.358817	Raise left hand
2018-05-26 11:19:47.358817	end
2018-05-26 11:19:51.358817	Raise right hand
2018-05-26 11:19:55.358817	end
2018-05-26 11:19:59.358817	Raise right hand
2018-05-26 11:20:03.358817	end
2018-05-26 11:20:07.358817	Raise right hand
2018-05-26 11:20:11.358817	end
2018-05-26 11:20:15.358817	Raise right hand
2018-05-26 11:20:19.358817	end
2018-05-26 11:20:23.358817	Raise right hand
2018-05-26 11:20:27.358817	end
