2018-05-30 11:33:26.582555	start
2018-05-30 11:33:28.582555	Raise left hand
2018-05-30 11:33:32.582555	end
2018-05-30 11:33:36.582555	Raise left hand
2018-05-30 11:33:40.582555	end
2018-05-30 11:33:44.582555	Raise right hand
2018-05-30 11:33:48.582555	end
2018-05-30 11:33:52.582555	Raise left hand
2018-05-30 11:33:56.582555	end
2018-05-30 11:34:00.582555	Raise right hand
2018-05-30 11:34:04.582555	end
2018-05-30 11:34:08.582555	Raise left hand
2018-05-30 11:34:12.582555	end
2018-05-30 11:34:16.582555	Raise left hand
2018-05-30 11:34:20.582555	end
2018-05-30 11:34:24.582555	Raise right hand
2018-05-30 11:34:28.582555	end
2018-05-30 11:34:32.582555	Raise left hand
2018-05-30 11:34:36.582555	end
2018-05-30 11:34:40.582555	Raise left hand
2018-05-30 11:34:44.582555	end
2018-05-30 11:34:48.582555	Raise right hand
2018-05-30 11:34:52.582555	end
2018-05-30 11:34:56.582555	Raise right hand
2018-05-30 11:35:00.582555	end
2018-05-30 11:35:04.582555	Raise left hand
2018-05-30 11:35:08.582555	end
2018-05-30 11:35:12.582555	Raise left hand
2018-05-30 11:35:16.582555	end
2018-05-30 11:35:20.582555	Raise left hand
2018-05-30 11:35:24.582555	end
2018-05-30 11:35:28.582555	Raise left hand
2018-05-30 11:35:32.582555	end
2018-05-30 11:35:36.582555	Raise right hand
2018-05-30 11:35:40.582555	end
2018-05-30 11:35:44.582555	Raise left hand
2018-05-30 11:35:48.582555	end
2018-05-30 11:35:52.582555	Raise left hand
2018-05-30 11:35:56.582555	end
2018-05-30 11:36:00.582555	Raise left hand
2018-05-30 11:36:04.582555	end
2018-05-30 11:36:08.582555	Raise left hand
2018-05-30 11:36:12.582555	end
2018-05-30 11:36:16.582555	Raise left hand
2018-05-30 11:36:20.582555	end
2018-05-30 11:36:24.582555	Raise right hand
2018-05-30 11:36:28.582555	end
2018-05-30 11:36:32.582555	Raise left hand
2018-05-30 11:36:36.582555	end
