2018-05-23 15:50:23.243538	start
2018-05-23 15:50:25.246183	Raise left hand
2018-05-23 15:50:29.247622	end
2018-05-23 15:50:33.248823	Raise right hand
2018-05-23 15:50:37.250080	end
2018-05-23 15:50:41.252815	Raise right hand
2018-05-23 15:50:45.253727	end
2018-05-23 15:50:49.255973	Raise left hand
2018-05-23 15:50:53.256630	end
2018-05-23 15:50:57.257616	Raise left hand
2018-05-23 15:51:01.259934	end
2018-05-23 15:51:05.261269	Raise left hand
2018-05-23 15:51:09.265461	end
2018-05-23 15:51:13.265762	Raise right hand
2018-05-23 15:51:17.267105	end
2018-05-23 15:51:21.268364	Raise right hand
2018-05-23 15:51:25.269665	end
2018-05-23 15:51:29.271002	Raise right hand
2018-05-23 15:51:33.272800	end
2018-05-23 15:51:37.273558	Raise right hand
2018-05-23 15:51:41.274860	end
2018-05-23 15:51:45.276156	Raise right hand
2018-05-23 15:51:49.278452	end
2018-05-23 15:51:53.278786	Raise right hand
2018-05-23 15:51:57.280126	end
2018-05-23 15:52:01.280998	Raise left hand
2018-05-23 15:52:05.282127	end
2018-05-23 15:52:09.282602	Raise left hand
2018-05-23 15:52:13.283730	end
2018-05-23 15:52:17.284031	Raise right hand
2018-05-23 15:52:21.284333	end
2018-05-23 15:52:25.285634	Raise left hand
2018-05-23 15:52:29.286930	end
2018-05-23 15:52:33.287235	Raise left hand
2018-05-23 15:52:37.288533	end
2018-05-23 15:52:41.289417	Raise left hand
2018-05-23 15:52:45.290132	end
2018-05-23 15:52:49.291001	Raise right hand
2018-05-23 15:52:53.291733	end
2018-05-23 15:52:57.292039	Raise left hand
2018-05-23 15:53:01.292483	end
2018-05-23 15:53:05.293639	Raise right hand
2018-05-23 15:53:09.293938	end
2018-05-23 15:53:13.294257	Raise left hand
2018-05-23 15:53:17.294577	end
2018-05-23 15:53:21.295879	Raise left hand
2018-05-23 15:53:25.296147	end
2018-05-23 15:53:29.296448	Raise right hand
2018-05-23 15:53:33.296780	end
