2018-05-30 11:22:26.688779	start
2018-05-30 11:22:28.688779	Raise left hand
2018-05-30 11:22:32.688779	end
2018-05-30 11:22:36.688779	Raise right hand
2018-05-30 11:22:40.688779	end
2018-05-30 11:22:44.688779	Raise right hand
2018-05-30 11:22:48.688779	end
2018-05-30 11:22:52.688779	Raise right hand
2018-05-30 11:22:56.688779	end
2018-05-30 11:23:00.688779	Raise right hand
2018-05-30 11:23:04.688779	end
2018-05-30 11:23:08.688779	Raise left hand
2018-05-30 11:23:12.688779	end
2018-05-30 11:23:16.688779	Raise left hand
2018-05-30 11:23:20.688779	end
2018-05-30 11:23:24.688779	Raise right hand
2018-05-30 11:23:28.688779	end
2018-05-30 11:23:32.688779	Raise left hand
2018-05-30 11:23:36.688779	end
2018-05-30 11:23:40.688779	Raise right hand
2018-05-30 11:23:44.688779	end
2018-05-30 11:23:48.688779	Raise right hand
2018-05-30 11:23:52.688779	end
2018-05-30 11:23:56.688779	Raise left hand
2018-05-30 11:24:00.688779	end
2018-05-30 11:24:04.688779	Raise right hand
2018-05-30 11:24:08.688779	end
2018-05-30 11:24:12.688779	Raise right hand
2018-05-30 11:24:16.688779	end
2018-05-30 11:24:20.688779	Raise left hand
2018-05-30 11:24:24.688779	end
2018-05-30 11:24:28.688779	Raise left hand
2018-05-30 11:24:32.688779	end
2018-05-30 11:24:36.688779	Raise left hand
2018-05-30 11:24:40.688779	end
2018-05-30 11:24:44.688779	Raise left hand
2018-05-30 11:24:48.688779	end
2018-05-30 11:24:52.688779	Raise right hand
2018-05-30 11:24:56.688779	end
2018-05-30 11:25:00.688779	Raise left hand
2018-05-30 11:25:04.688779	end
2018-05-30 11:25:08.688779	Raise right hand
2018-05-30 11:25:12.688779	end
2018-05-30 11:25:16.688779	Raise left hand
2018-05-30 11:25:20.688779	end
2018-05-30 11:25:24.688779	Raise left hand
2018-05-30 11:25:28.688779	end
2018-05-30 11:25:32.688779	Raise left hand
2018-05-30 11:25:36.688779	end
