2018-05-23 16:00:09.539237	start
2018-05-23 16:00:11.540209	Raise left hand
2018-05-23 16:00:15.541185	end
2018-05-23 16:00:19.545481	Raise right hand
2018-05-23 16:00:23.546776	end
2018-05-23 16:00:27.548115	Raise right hand
2018-05-23 16:00:31.549405	end
2018-05-23 16:00:35.549825	Raise right hand
2018-05-23 16:00:39.551222	end
2018-05-23 16:00:43.552341	Raise right hand
2018-05-23 16:00:47.553605	end
2018-05-23 16:00:51.554873	Raise right hand
2018-05-23 16:00:55.556172	end
2018-05-23 16:00:59.557503	Raise left hand
2018-05-23 16:01:03.557817	end
2018-05-23 16:01:07.559115	Raise left hand
2018-05-23 16:01:11.560371	end
2018-05-23 16:01:15.560848	Raise right hand
2018-05-23 16:01:19.562009	end
2018-05-23 16:01:23.563272	Raise left hand
2018-05-23 16:01:27.565569	end
2018-05-23 16:01:31.566915	Raise left hand
2018-05-23 16:01:35.568181	end
2018-05-23 16:01:39.572951	Raise left hand
2018-05-23 16:01:43.582736	end
2018-05-23 16:01:47.584083	Raise right hand
2018-05-23 16:01:51.585332	end
2018-05-23 16:01:55.586718	Raise left hand
2018-05-23 16:01:59.587930	end
2018-05-23 16:02:03.588526	Raise left hand
2018-05-23 16:02:07.589720	end
2018-05-23 16:02:11.590867	Raise right hand
2018-05-23 16:02:15.592212	end
2018-05-23 16:02:19.597523	Raise right hand
2018-05-23 16:02:23.597721	end
2018-05-23 16:02:27.599053	Raise left hand
2018-05-23 16:02:31.600320	end
2018-05-23 16:02:35.601620	Raise right hand
2018-05-23 16:02:39.602947	end
2018-05-23 16:02:43.603515	Raise right hand
2018-05-23 16:02:47.604725	end
2018-05-23 16:02:51.605817	Raise right hand
2018-05-23 16:02:55.607144	end
2018-05-23 16:02:59.608634	Raise left hand
2018-05-23 16:03:03.608858	end
2018-05-23 16:03:07.610017	Raise left hand
2018-05-23 16:03:11.611349	end
2018-05-23 16:03:15.612615	Raise left hand
2018-05-23 16:03:19.614217	end
